VILLE_3;CHAT;CHIEN;VILLE;VILLE_2;COORDONNEES;LON;LAT;CODE POSTAL;CODE INSEE
ABLAINCOURT-PRESSOIR;11;78;Ablaincourt-Pressoir;abalaincourt pressoir;[2.824810589205364, 49.84131956230459];2.824810589;49.84131956;80320;80002
ABLAINZEVELLE;19;27;Ablainzevelle;ablainzevelle;[2.741473610956832, 50.15365955201303];2.741473611;50.15365955;62116;62002
ABLANCOURT;22;34;Ablancourt;ablancourt;[4.530848437906732, 48.81034176364012];4.530848438;48.81034176;51240;51001
ABLEIGES;134;167;Ableiges;abeleiges;[1.974865245879408, 49.085772994013176];1.974865246;49.08577299;95450;95002
ABLIS;407;861;Ablis;ablis;[1.850964994211878, 48.52832577073153];1.850964994;48.52832577;78660;78003
ABLON;143;263;Ablon;ablon;[0.28676764858353304, 49.394250611216336];0.286767649;49.39425061;14600;14001
ABLON-SUR-SEINE;466;398;Ablon-sur-Seine;ablon sur seine;[2.421176293477383, 48.723840946433995];2.421176293;48.72384095;94480;94001
ABOEN;40;112;Aboën;aboen;[4.127254381716598, 45.41271354599268];4.127254382;45.41271355;42380;42001
ABONCOURT;37;72;Aboncourt;aboncourt;[6.354164558359265, 49.25651586480697];6.354164558;49.25651586;57920;57001
ABONCOURT-GESINCOURT;13;72;Aboncourt-Gesincourt;aboncourt gesincourt;[5.972573322247964, 47.768356256948856];5.972573322;47.76835626;70500;70002
ABONCOURT-SUR-SEILLE;0;1;;aboucourt sur seille;[6.35583662298126, 48.81866796571798];6.355836623;48.81866797;57590;57002
ABONDANCE;95;204;Abondance;abondance;[6.73216205379958, 46.26610808156254];6.732162054;46.26610808;74360;74001
ABONDANT;315;767;Abondant;abondant;[1.4200111706160872, 48.79505703098854];1.420011171;48.79505703;28410;28001
ABOS;34;83;Abos;abos;[-0.550692004111978, 43.35387421346788];-0.550692004;43.35387421;64360;64005
ABRESCHVILLER;95;260;Abreschviller;abreschviller;[7.155766860527485, 48.6015720299811];7.155766861;48.60157203;57560;57003
ABRIES;9;68;;abries;[6.941644428085905, 44.816346245471394];6.941644428;44.81634625;5460;5001
ABSCON;241;830;Abscon;abscon;[3.297875869692261, 50.328341084354385];3.29787587;50.32834108;59215;59002
ABZAC;329;1291;Abzac;abzac;[-0.13017980667804802, 45.0106457764429];-0.130179807;45.01064578;33230;33001
ACCOLANS;12;18;Accolans;accolans;[6.534135615810079, 47.49062361791219];6.534135616;47.49062362;25250;25005
ACCOLAY;74;105;;accolay;[3.705167674522937, 47.65621620481278];3.705167675;47.6562162;89460;89001
ACCONS;6;97;Accons;accons;[4.39242968382262, 44.88853282129632];4.392429684;44.88853282;7160;7001
ACCOUS;31;136;Accous;accous;[-0.579066514702411, 42.93980808362479];-0.579066515;42.93980808;64490;64006
ACHAIN;11;7;Achain;achain;[6.590308508484383, 48.915824570372315];6.590308508;48.91582457;57340;57004
ACHENHEIM;294;190;Achenheim;achenheim;[7.625406052973432, 48.58046230999777];7.625406053;48.58046231;67204;67001
ACHERES;1663;1512;Achères;acheres;[2.458777864336031, 47.282653437221235];2.458777864;47.28265344;18250;18001
ACHERES-LA-FORET;219;416;Achères-la-Forêt;acheres la foret;[2.564566866760079, 48.34852856104982];2.564566867;48.34852856;77760;77001
ACHERY;45;284;Achery;achery;[3.397356321483207, 49.69361877905542];3.397356321;49.69361878;2800;2002
ACHEUX-EN-AMIENOIS;46;128;Acheux-en-Amiénois;acheux en amienois;[2.5311777710640593, 50.071556139487235];2.531177771;50.07155614;80560;80003
ACHEUX-EN-VIMEU;34;341;Acheux-en-Vimeu;acheux en vimeu;[1.6702720586354012, 50.06603664232456];1.670272059;50.06603664;80210;80004
ACHEVILLE;68;92;Acheville;acheville;[2.882039154820203, 50.384380304722825];2.882039155;50.3843803;62320;62003
ACHEY;5;10;Achey;achey;[5.6074547637141094, 47.57700702890746];5.607454764;47.57700703;70180;70003
ACHICOURT;1004;1201;Achicourt;achicourt;[2.756146342714149, 50.27228312804875];2.756146343;50.27228313;62217;62004
ACHIET-LE-GRAND;63;239;Achiet-le-Grand;achiel le grand;[2.779099639165244, 50.13246954833392];2.779099639;50.13246955;62121;62005
ACHIET-LE-PETIT;29;113;Achiet-le-Petit;achiet le petit;[2.7552096399039083, 50.125639588779315];2.75520964;50.12563959;62121;62006
ACHUN;20;43;Achun;achun;[3.664187823766602, 47.129684778448755];3.664187824;47.12968478;58110;58001
ACHY;37;77;Achy;achy;[1.971857663683306, 49.55622116330936];1.971857664;49.55622116;60690;60004
ACIGNE;807;542;Acigné;acigne;[-1.518797621124706, 48.146400861732964];-1.518797621;48.14640086;35690;35001
ACLOU;38;84;Aclou;aclou;[0.6982938410655991, 49.165554642558156];0.698293841;49.16555464;27800;27001
ACON;63;107;Acon;acon;[1.104924667571917, 48.76945785444013];1.104924668;48.76945785;27570;27002
ACOUA;0;2;Acoua;acoua;[45.068706725751845, -12.72389137375464];45.06870673;-12.72389137;97630;97601
ACQ;59;150;Acq;acq;[2.655035279812759, 50.34940494658639];2.65503528;50.34940495;62144;62007
ACQUEVILLE;138;336;Hacqueville;acqueville;[-0.37056978792335005, 48.970772334773784];-0.370569788;48.97077233;14220;14002
ACQUIGNY;245;531;Acquigny;acquigny;[1.176558174303106, 49.164871739363974];1.176558174;49.16487174;27400;27003
ACY;89;133;Acy;acy;[3.418176098339781, 49.34719635336996];3.418176098;49.34719635;2200;2003
ACY-EN-MULTIEN;133;127;Acy-en-Multien;acy en multien;[2.955092797237569, 49.10877712445396];2.955092797;49.10877712;60620;60005
ACY-ROMANCE;53;79;Acy-Romance;acy romance;[4.32704942137883, 49.491892283547315];4.327049421;49.49189228;8300;8001
ADAINCOURT;20;10;Adaincourt;adaincourt;[6.444190249283814, 49.00591625585856];6.444190249;49.00591626;57580;57007
ADAINVILLE;0;1;;fadainville;[1.662325117620828, 48.72015358325315];1.662325118;48.72015358;78113;78006
ADAM-LES-PASSAVANT;6;20;Adam-lès-Passavant;adam les passavant;[6.368949753416322, 47.30457133564625];6.368949753;47.30457134;25360;25006
ADAM-LES-VERCEL;1;22;Adam-lès-Vercel;adam les vercel;[6.390473781280479, 47.16235074241779];6.390473781;47.16235074;25530;25007
ADAMSWILLER;42;109;Adamswiller;adamswiller;[7.201767531152076, 48.90620784985632];7.201767531;48.90620785;67320;67002
ADE;56;178;;ade;[-0.026025565990363, 43.14158394716702];-0.026025566;43.14158395;65100;65002
ADELANGE;59;61;Adelange;adelange;[6.606326523537605, 49.007907382786286];6.606326524;49.00790738;57380;57008
ADELANS-ET-LE-VAL-DE-BITHAINE;22;76;Adelans-et-le-Val-de-Bithaine;adelans et le val de bithaine;[6.394276323044024, 47.70615732836155];6.394276323;47.70615733;70200;70004
ADERVIELLE-POUCHERGUES;3;14;Adervielle-Pouchergues;adervielle pouchergues;[0.389922766372776, 42.80172801482873];0.389922766;42.80172801;65240;65003
ADILLY;33;67;Adilly;adilly;[-0.315563835199058, 46.701459572232736];-0.315563835;46.70145957;79200;79002
ADINFER;26;46;Adinfer;adinfer;[2.706129504320354, 50.19370617332452];2.706129504;50.19370617;62116;62009
ADISSAN;106;348;Adissan;addissan;[3.426084759887204, 43.53547351899167];3.42608476;43.53547352;34230;34002
ADON;25;105;Adon;adon;[2.797884994900134, 47.76426837318855];2.797884995;47.76426837;45230;45001
ADRIERS;44;212;Adriers;adriers;[0.789659194144349, 46.264610337392796];0.789659194;46.26461034;86430;86001
AFA;208;614;Afa;afa;[8.798289367305056, 41.98440893460801];8.798289367;41.98440893;20167;2A001
AFFIEUX;21;117;Affieux;affieux;[1.767512929826896, 45.507962604369425];1.76751293;45.5079626;19260;19001
AFFLEVILLE;14;55;Affléville;affleville;[5.752888453627942, 49.26396666133096];5.752888454;49.26396666;54800;54004
AFFOUX;41;85;Affoux;affoux;[4.413921297550375, 45.84406453035409];4.413921298;45.84406453;69170;69001
AFFRACOURT;8;21;Affracourt;affracourt;[6.165361950391295, 48.45833704602274];6.16536195;48.45833705;54740;54005
AFFRINGUES;18;94;Affringues;affringues;[2.074924361191743, 50.690335057062576];2.074924361;50.69033506;62380;62010
AGASSAC;14;120;Agassac;agassac;[0.8853014418726751, 43.37209497051366];0.885301442;43.37209497;31230;31001
AGDE;3900;4209;Agde;agde;[3.48447903132636, 43.3091291159943];3.484479031;43.30912912;34300;34003
AGEL;49;70;Agel;agel;[2.8535479563675112, 43.34826342337987];2.853547956;43.34826342;34210;34004
AGEN;3392;2696;Agen;agen;[0.625583928763347, 44.20281391043493];0.625583929;44.20281391;47000;47001
AGEN-D'AVEYRON;61;402;Agen-d'Aveyron;agen d aveyron;[2.693396805134308, 44.3513031938855];2.693396805;44.35130319;12630;12001
AGENCOURT;31;39;Agencourt;agencourt;[4.9856411405279815, 47.125047430278705];4.985641141;47.12504743;21700;21001
AGENVILLE;6;32;Agenville;agenville;[2.107770266948304, 50.171803232156975];2.107770267;50.17180323;80370;80005
AGENVILLERS;19;64;Agenvillers;agenvillers;[1.923670450480178, 50.17928114504736];1.92367045;50.17928115;80150;80006
AGEVILLE;22;43;Ageville;ageville;[5.338098171701999, 48.112447843673465];5.338098172;48.11244784;52340;52001
AGEY;56;44;Agey;agey;[4.762684672183533, 47.28737138769601];4.762684672;47.28737139;21410;21002
AGHIONE;10;65;Aghione;aghione;[9.411525255519168, 42.09850009175167];9.411525256;42.09850009;20270;2B002
AGINCOURT;97;80;Agincourt;agincourt;[6.235592407267489, 48.72940619651368];6.235592407;48.7294062;54770;54006
AGME;10;127;;agme;[0.34044110652499604, 44.489381427240836];0.340441107;44.48938143;47350;47002
AGNAC;78;266;Agnac;agnac;[0.38274295480927, 44.640821375041334];0.382742955;44.64082138;47800;47003
AGNAT;13;59;Agnat;agnat;[3.450181768303905, 45.34504182839903];3.450181768;45.34504183;43100;43001
AGNEAUX;405;465;Agneaux;agneaux;[-1.129913730525568, 49.11549021137492];-1.129913731;49.11549021;50180;50002
AGNEZ-LES-DUISANS;49;143;Agnez-lès-Duisans;agnez les duisans;[2.650212883728054, 50.31023221259412];2.650212884;50.31023221;62161;62011
AGNICOURT-ET-SECHELLES;9;124;Agnicourt-et-Séchelles;agnicourt et sechelles;[3.960432118162781, 49.71665736259645];3.960432118;49.71665736;2340;2004
AGNIERES;43;71;Agnières;agnieres;[2.607725143178357, 50.35359426679667];2.607725143;50.35359427;62690;62012
AGNIERES-EN-DEVOLUY;6;53;;agnieres en devoluy;[5.8646433369370214, 44.68267178146308];5.864643337;44.68267178;5250;5002
AGNIN;103;207;Agnin;agnin;[4.859978581642487, 45.336599033570046];4.859978582;45.33659903;38150;38003
AGNOS;74;174;Agnos;agnos;[-0.629327958939883, 43.15392246009266];-0.629327959;43.15392246;64400;64007
AGNY;182;349;Agny;agny;[2.760552500157859, 50.25295660881171];2.7605525;50.25295661;62217;62013
AGON-COUTAINVILLE;359;403;Agon-Coutainville;agon coutainville;[-1.581445748080829, 49.0388327180596];-1.581445748;49.03883272;50230;50003
AGONAC;153;425;Agonac;agonac;[0.7453183764508241, 45.28159920195501];0.745318376;45.2815992;24460;24002
AGONES;26;53;Agonès;agones;[3.726526304087389, 43.90105235906977];3.726526304;43.90105236;34190;34005
AGONGES;31;239;Agonges;agonges;[3.148842784661111, 46.618019703705485];3.148842785;46.6180197;3210;3002
AGOS-VIDALOS;21;128;Agos-Vidalos;agos vidalos;[-0.075411144431566, 43.039740563303546];-0.075411144;43.03974056;65400;65004
AGUDELLE;7;34;Agudelle;agudelle;[-0.46963423553836803, 45.3822931602608];-0.469634236;45.38229316;17500;17002
AGUESSAC;81;275;Aguessac;aguessac;[3.068989578050621, 44.16139016094766];3.068989578;44.16139016;12520;12002
AGUILCOURT;45;65;Aguilcourt;aguilcourt;[3.9680367942598043, 49.39365079600673];3.968036794;49.3936508;2190;2005
AGUTS;19;42;Aguts;aguts;[1.924501413876798, 43.53192391659317];1.924501414;43.53192392;81470;81001
AGY;16;48;Agy;agy;[-0.7791945696843301, 49.23767951651163];-0.77919457;49.23767952;14400;14003
AHAXE-ALCIETTE-BASCASSAN;3;69;Ahaxe-Alciette-Bascassan;ahaxe alciette bascassan;[-1.163798982727375, 43.14396878844139];-1.163798983;43.14396879;64220;64008
AHETZE;244;302;Ahetze;ahetze;[-1.570679858836872, 43.40427626848624];-1.570679859;43.40427627;64210;64009
AHEVILLE;3;9;Ahéville;aheville;[6.199356833155652, 48.28462893981118];6.199356833;48.28462894;88500;88002
AHUILLE;161;338;Ahuillé;ahuille;[-0.8728480033040361, 48.02427496751192];-0.872848003;48.02427497;53940;53001
AHUN;138;368;Ahun;ahun;[2.02430101436116, 46.08616907650751];2.024301014;46.08616908;23150;23001
AHUY;156;251;Ahuy;ahuy;[5.021297274463913, 47.371356342136885];5.021297274;47.37135634;21121;21003
AIBES;26;97;Aibes;aibes;[4.096227014330976, 50.23370940403162];4.096227014;50.2337094;59149;59003
AIBRE;43;62;Aibre;aibre;[6.697872762390835, 47.55183306205904];6.697872762;47.55183306;25750;25008
AICIRITS-CAMOU-SUHAST;28;93;Aïcirits-Camou-Suhast;aicirits camou suhast;[-1.016492480983687, 43.353656429253];-1.016492481;43.35365643;64120;64010
AIFFRES;526;798;Aiffres;79230aiffres;[-0.414290974669818, 46.28205044664139];-0.414290975;46.28205045;79230;79003
AIGALIERS;71;373;Aigaliers;aigaliers;[4.310879057857809, 44.06955220985632];4.310879058;44.06955221;30700;30001
AIGLEMONT;154;208;Aiglemont;aiglemont;[4.770087288218811, 49.79022057752294];4.770087288;49.79022058;8090;8003
AIGLEPIERRE;33;71;Aiglepierre;aiglepierre;[5.809537944461578, 46.95539445086392];5.809537944;46.95539445;39110;39006
AIGLEVILLE;50;79;Aigleville;aigleville;[1.425808572912278, 49.0059752091167];1.425808573;49.00597521;27120;27004
AIGLUN;138;301;Aiglun;aiglun;[6.138428453379626, 44.06387445665505];6.138428453;44.06387446;4510;4001
AIGNAN;76;230;Aignan;aignan;[0.08703566465956801, 43.69443293552199];0.087035665;43.69443294;32290;32001
AIGNAY-LE-DUC;18;76;Aignay-le-Duc;aignay le duc;[4.750718075295068, 47.67175385813293];4.750718075;47.67175386;21510;21004
AIGNE;171;249;Aigne;aigne;[0.105520640210973, 48.067442263258705];0.10552064;48.06744226;72650;72001
AIGNERVILLE;6;48;;aignerville;[-0.9184651844767731, 49.32618672832543];-0.918465184;49.32618673;14710;14004
AIGNES;48;63;Aignes;aignes;[1.586457748212836, 43.33492326788334];1.586457748;43.33492327;31550;31002
AIGNEVILLE;52;288;Aigneville;aigneville;[1.60998293634637, 50.03676329993355];1.609982936;50.0367633;80210;80008
AIGNY;25;96;Aigny;aigny;[4.220455827769645, 49.042644399027836];4.220455828;49.0426444;51150;51003
AIGONNAY;60;196;;agonnay;[-0.24862083834683602, 46.326579294532074];-0.248620838;46.32657929;79370;79004
AIGRE;126;238;Aigre;aigre;[-0.0003763993618935798, 45.88917026341926];-0.000376399;45.88917026;16140;16005
AIGREFEUILLE;340;227;Aigrefeuille;aigrefeuille;[1.584214453751248, 43.56936358822488];1.584214454;43.56936359;31280;31003
AIGREFEUILLE-D'AUNIS;600;603;Aigrefeuille-d'Aunis;aigrefeuille d'aunis;[-0.9445420034915841, 46.11650628699099];-0.944542003;46.11650629;17290;17003
AIGREFEUILLE-SUR-MAINE;373;454;Aigrefeuille-sur-Maine;aigrefeuille sur maine;[-1.415564555072463, 47.071925661093395];-1.415564555;47.07192566;44140;44002
AIGREMONT;229;344;Aigremont;aigremont;[3.890383439823823, 47.71810135878016];3.89038344;47.71810136;89800;89002
AIGUEBELETTE-LE-LAC;33;43;Aiguebelette-le-Lac;aiguebelette le lac;[5.813875897475978, 45.547687590264196];5.813875897;45.54768759;73610;73001
AIGUEBELLE;47;164;;aiguebelle;[6.304497384682762, 45.53289848056806];6.304497385;45.53289848;73220;73002
AIGUEBLANCHE;216;352;Grand-Aigueblanche;aigueblanche;[6.514707253009179, 45.519864684401604];6.514707253;45.51986468;73260;73003
AIGUEFONDE;186;505;Aiguefonde;aiguefonde;[2.323155814179817, 43.49285501743593];2.323155814;43.49285502;81200;81002
AIGUEPERSE;244;534;Aigueperse;aigueperse;[4.423307227191282, 46.280126883226075];4.423307227;46.28012688;69790;69002
AIGUES-JUNTES;3;17;Aigues-Juntes;aigues juntes;[1.471511230094969, 43.05061796163577];1.47151123;43.05061796;9240;9001
AIGUES-VIVES;1153;1324;Aigues-Vives;aigue vives;[1.876956389023584, 43.00065753281345];1.876956389;43.00065753;9600;9002
AIGUEZE;22;105;Aiguèze;aigueze;[4.51739879150941, 44.31601865641099];4.517398792;44.31601866;30760;30005
AIGUILHE;107;161;Aiguilhe;aiguilhe;[3.8852472913748173, 45.05306931989762];3.885247291;45.05306932;43000;43002
AIGUILLES;22;43;Aiguilles;aiguilles;[6.875180982357549, 44.779344290504625];6.875180982;44.77934429;5470;5003
AIGUINES;15;84;Aiguines;aiguines;[6.304394299442664, 43.728436950555455];6.304394299;43.72843695;83630;83002
AILLANT-SUR-MILLERON;45;173;Aillant-sur-Milleron;aillant sur millaron;[2.936678631044386, 47.79488001838627];2.936678631;47.79488002;45230;45002
AILLANT-SUR-THOLON;272;451;Poilly-sur-Tholon;aillant sur tholon;[3.328348025761321, 47.87108297924452];3.328348026;47.87108298;89110;89003
AILLAS;66;269;Aillas;aillas;[-0.06621573070023601, 44.48352651480088];-0.066215731;44.48352651;33124;33002
AILLEUX;22;146;Ailleux;ailleux;[3.93365168542564, 45.79916046866707];3.933651685;45.79916047;42130;42002
AILLEVANS;20;62;Aillevans;aillevans;[6.417818128739888, 47.590106458687245];6.417818129;47.59010646;70110;70005
AILLEVILLE;19;63;Ailleville;ailleville;[4.694493292675681, 48.254999570440795];4.694493293;48.25499957;10200;10002
AILLEVILLERS-ET-LYAUMONT;65;206;Aillevillers-et-Lyaumont;aillevillers et lyaumont;[6.332479861362071, 47.93823328060723];6.332479861;47.93823328;70320;70006
AILLIANVILLE;6;66;Aillianville;aillianville;[5.482944194705557, 48.33330276358687];5.482944195;48.33330276;52700;52003
AILLIERES-BEAUVOIR;27;67;Aillières-Beauvoir;aillieres beauvoir;[0.321252383861866, 48.39964936389713];0.321252384;48.39964936;72600;72002
AILLON-LE-JEUNE;61;144;Aillon-le-Jeune;aillon le jeune;[6.08868598171127, 45.60886395285846];6.088685982;45.60886395;73340;73004
AILLON-LE-VIEUX;10;60;Aillon-le-Vieux;aillon le vieux;[6.088106241884899, 45.65065238628587];6.088106242;45.65065239;73340;73005
AILLONCOURT;24;48;Ailloncourt;ailloncourt;[6.388813319689604, 47.7571786627084];6.38881332;47.75717866;70300;70007
AILLY;188;377;Ailly;ailly;[1.244314470678353, 49.15752467483123];1.244314471;49.15752467;27600;27005
AILLY-LE-HAUT-CLOCHER;74;224;Ailly-le-Haut-Clocher;ailly haut clocher;[1.99604067500245, 50.08136612785724];1.996040675;50.08136613;80690;80009
AILLY-SUR-NOYE;369;505;Ailly-sur-Noye;ailly sur noye;[2.346994461966012, 49.74666080441309];2.346994462;49.7466608;80250;80010
AILLY-SUR-SOMME;303;526;Ailly-sur-Somme;aiily sur somme;[2.186092227459519, 49.91348765786548];2.186092227;49.91348766;80470;80011
AIMARGUES;888;1255;Aimargues;aimargues;[4.203751001248693, 43.67178036934835];4.203751001;43.67178037;30470;30006
AIME;109;230;;aime;[6.618369745964586, 45.55257689323035];6.618369746;45.55257689;73210;73006
AINAY-LE-CHATEAU;135;364;Ainay-le-Château;ainay chateau;[2.72085613517662, 46.71556784908535];2.720856135;46.71556785;3360;3003
AINAY-LE-VIEIL;21;66;Ainay-le-Vieil;ainay le vieil;[2.544173799329835, 46.664111403838895];2.544173799;46.6641114;18200;18002
AINCILLE;0;31;Aincille;aincille;[-1.197657452684151, 43.133952191784665];-1.197657453;43.13395219;64220;64011
AINCOURT;138;114;Aincourt;aincourt;[1.7740341615322, 49.07284430212834];1.774034162;49.0728443;95510;95008
AINCREVILLE;1;34;Aincreville;aincreville;[5.116171646487584, 49.369746937477224];5.116171646;49.36974694;55110;55004
AINGERAY;78;111;Aingeray;aingeray;[6.019231576398642, 48.736962434358865];6.019231576;48.73696243;54460;54007
AINGEVILLE;6;29;Aingeville;aingeville;[5.768216912331234, 48.20515936965985];5.768216912;48.20515937;88140;88003
AINHARP;4;20;Ainharp;ainharp;[-0.935719451957656, 43.25473886787848];-0.935719452;43.25473887;64130;64012
AINHICE-MONGELOS;11;28;Ainhice-Mongelos;ainhice mongelos;[-1.15953469931854, 43.21434122157467];-1.159534699;43.21434122;64220;64013
AINVELLE;38;168;Ainvelle;ainvelle;[5.8289171506325115, 47.98737959652552];5.828917151;47.9873796;88320;88004
AIRAINES;312;461;Airaines;airaines;[1.945130357366235, 49.972071231800356];1.945130357;49.97207123;80270;80013
AIRAN;72;150;;airan;[-0.145440484478934, 49.09531242185937];-0.145440484;49.09531242;14370;14005
AIRE;18;45;Aire;aire;[4.163888725751708, 49.4707483814904];4.163888726;49.47074838;8190;8004
AIRE-SUR-L'ADOUR;604;1163;Aire-sur-l'Adour;aire sur l'adour;[-0.265145513574342, 43.698352573596225];-0.265145514;43.69835257;40800;40001
AIRE-SUR-LA-LYS;710;1980;Aire-sur-la-Lys;aire sur la lys;[2.395332679458821, 50.64416411152024];2.395332679;50.64416411;62120;62014
AIREL;60;197;Airel;airel;[-1.08007866425944, 49.21250935241897];-1.080078664;49.21250935;50680;50004
AIRION;85;72;Airion;airion;[2.418143125941194, 49.422251407853174];2.418143126;49.42225141;60600;60008
AIRON-NOTRE-DAME;27;95;Airon-Notre-Dame;airon notre dame;[1.6678908719163812, 50.441220744588854];1.667890872;50.44122074;62180;62015
AIROUX;35;36;Airoux;airoux;[1.87455000903622, 43.36769101360998];1.874550009;43.36769101;11320;11002
AISEY-ET-RICHECOURT;2;31;Aisey-et-Richecourt;aisey et richecourt;[5.955366981133521, 47.88811394940622];5.955366981;47.88811395;70500;70009
AISEY-SUR-SEINE;16;62;Aisey-sur-Seine;aisey sur seine;[4.578148421307759, 47.74798655376914];4.578148421;47.74798655;21400;21006
AISONVILLE-ET-BERNOVILLE;12;43;Aisonville-et-Bernoville;aisonville et bernoville;[3.511202055932772, 49.93014816198993];3.511202056;49.93014816;2110;2006
AISSEY;8;49;Aïssey;aissey;[6.326939760262077, 47.26992717020703];6.32693976;47.26992717;25360;25009
AISY-SOUS-THIL;18;45;Aisy-sous-Thil;aisy sous thil;[4.278873723978386, 47.39345251706671];4.278873724;47.39345252;21390;21007
AISY-SUR-ARMANCON;45;117;Aisy-sur-Armançon;aisy sur armancon;[4.209083718098451, 47.65695740823672];4.209083718;47.65695741;89390;89004
AITI;0;1;Aiti;aiti;[9.228736473057577, 42.40431783770902];9.228736473;42.40431784;20244;2B003
AITON;139;295;Aiton;aiton;[6.257350927000711, 45.57337926431312];6.257350927;45.57337926;73220;73007
AIX;75;233;Aix;aix;[3.30536772065253, 50.49842104295414];3.305367721;50.49842104;59310;59004
AIX-EN-DIOIS;4;105;;aix en diois;[5.383351001267354, 44.70240630649818];5.383351001;44.70240631;26150;26001
AIX-EN-ERGNY;15;41;Aix-en-Ergny;aix en ergny;[2.0001176470888, 50.587244026094304];2.000117647;50.58724403;62650;62017
AIX-EN-ISSART;16;62;Aix-en-Issart;aix en issart;[1.8610529979362642, 50.480257228175624];1.861052998;50.48025723;62170;62018
AIX-EN-OTHE;111;316;;aix en othe;[3.736327941130472, 48.197574577142234];3.736327941;48.19757458;10160;10003
AIX-EN-PROVENCE;17712;10138;Aix-en-Provence;aix en provence;[5.398574445818331, 43.53607083783732];5.398574446;43.53607084;13080/13090/13100/13290/13540;13001
AIX-LA-FAYETTE;10;16;Aix-la-Fayette;aix la fayette;[3.52877162272279, 45.506976283579085];3.528771623;45.50697628;63980;63002
AIX-LES-BAINS;4364;4169;Aix-les-Bains;aix les bains;[5.903886269549161, 45.697854167500566];5.90388627;45.69785417;73100;73008
AIXE-SUR-VIENNE;600;930;Aixe-sur-Vienne;aixe sur vienne;[1.132561198855963, 45.798115838998214];1.132561199;45.79811584;87700;87001
AIZAC;6;35;Aizac;aizac;[4.33067291580201, 44.71967624139082];4.330672916;44.71967624;7530;7003
